CUSTOMER_NUM,Installment_Purchases,None_Of_the_Purchases,One_Of_Purchase,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Monthly_Avg_Purchase,Monthly_Avg_Cash,Limit_Usage,Pay_to_MinimumPay,Age_Group,Balance_Group,Payment_Group,Gender,Marital_Status,Occupation_Group
3344312,0,0,0,1372.725482,1.0,992.25,651.4,340.85,667.818882,0.833333,0.25,0.75,0.25,3,18,4500.0,2899.141015,464.139521,0.0,12,82.6875,55.651573500000005,0.3050501071111111,6.246270536828516,36-45,$1000-$1999,$2000+,Male,Married,Self-employed
3217852,1,0,0,938.177781,1.0,1288.42,0.0,1288.42,0.0,0.916667,0.0,0.916667,0.0,0,23,1500.0,1018.536172,196.720403,0.0,12,107.36833333333334,0.0,0.625451854,5.177582784842099,46-55,$500-$999,$1000-$1999,Female,Married,Retired
2341061,1,0,0,129.3741,1.0,1102.72,0.0,1102.72,0.0,1.0,0.0,1.0,0.0,0,15,4000.0,1123.51632,178.44023,0.833333,12,91.89333333333332,0.0,0.032343525,6.296317371928964,56+,$0-$499,$1000-$1999,Female,Married,Employed
3835069,0,0,0,161.198861,1.0,536.68,103.0,433.68,0.0,1.0,0.083333,1.0,0.0,0,13,1000.0,280.826685,165.304588,0.090909,12,44.72333333333333,0.0,0.161198861,1.6988438639101775,26-35,$0-$499,$200-$499,Female,Divorced,Employed
2478072,0,0,0,230.359954,1.0,2163.12,1383.12,780.0,0.0,1.0,1.0,0.333333,0.0,0,23,4000.0,0.0,312.4522915,0.0,12,180.26,0.0,0.0575899884999999,0.0,36-45,$0-$499,$0-$199,Male,Married,Employed
4006961,0,0,0,4438.521324,1.0,591.84,109.16,482.68,564.365429,0.636364,0.181818,0.454545,0.272727,3,11,17000.0,5552.601399,1094.486286,0.0,11,53.803636363636365,51.30594809090909,0.2610894896470588,5.073248947954383,36-45,$3000+,$2000+,Male,Married,Employed
1115971,1,0,0,62.596086,1.0,475.0,0.0,475.0,0.0,1.0,0.0,0.916667,0.0,0,12,1500.0,408.132037,170.451899,0.9,12,39.583333333333336,0.0,0.041730724,2.3944117923849007,56+,$0-$499,$200-$499,Male,Married,Self-employed
4074280,0,0,1,170.907823,0.909091,1366.3,1366.3,0.0,0.0,0.5,0.5,0.0,0.0,0,11,2000.0,3453.112338,139.388035,0.4,12,113.85833333333332,0.0,0.0854539115,24.773376983182235,56+,$0-$499,$2000+,Female,Married,Employed
3779730,0,0,0,9901.685569,1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4,43,11500.0,2972.248185,2849.235124,0.0,12,182.57916666666665,159.44584266666666,0.8610161364347826,1.0431740644932468,46-55,$3000+,$2000+,Male,Married,Employed
4046312,0,0,0,2320.309453,1.0,2896.05,2209.21,686.84,187.030671,1.0,0.916667,0.916667,0.083333,1,90,13500.0,1341.195566,559.284909,0.0,12,241.3375,15.58588925,0.1718747742962962,2.3980542732648638,56+,$2000-$2999,$1000-$1999,Female,Widowed,Employed
3546319,1,0,0,1374.460976,1.0,1990.81,0.0,1990.81,0.0,1.0,0.0,0.916667,0.0,0,31,5000.0,0.0,312.4522915,0.0,12,165.90083333333334,0.0,0.2748921952,0.0,46-55,$1000-$1999,$0-$199,Female,Married,Student
3793536,0,0,0,268.493643,1.0,4917.48,3300.1,1617.38,0.0,1.0,0.25,1.0,0.0,0,31,13500.0,3552.167671,78.898037,0.375,12,409.79,0.0,0.019888418,45.02225665006089,18-25,$0-$499,$2000+,Female,Single,Retired
4080102,0,0,0,1827.200326,1.0,1325.27,1161.66,163.61,0.0,0.75,0.5,0.416667,0.0,0,21,4000.0,666.371943,531.303374,0.0,12,110.43916666666668,0.0,0.4568000814999999,1.2542211768450016,46-55,$1000-$1999,$500-$999,Male,Married,Employed
1292748,0,0,0,1029.66874,1.0,1448.59,1229.0,219.59,1070.165399,0.666667,0.25,0.5,0.166667,2,18,1200.0,3008.279166,1054.339431,0.083333,12,120.71583333333332,89.18044991666666,0.8580572833333334,2.8532359480729688,26-35,$1000-$1999,$2000+,Female,Married,Self-employed
1296491,1,0,0,993.533549,1.0,851.68,0.0,851.68,1515.648089,0.833333,0.0,0.75,0.083333,4,12,1500.0,1660.242557,512.342306,0.0,12,70.97333333333333,126.30400741666666,0.6623556993333334,3.24049475820566,36-45,$500-$999,$1000-$1999,Female,Married,Employed
4062580,0,0,0,2767.545277,1.0,3480.24,2767.28,712.96,0.0,1.0,1.0,0.666667,0.0,0,60,12500.0,4062.447703,1082.201074,0.0,12,290.02,0.0,0.22140362216,3.753875135222791,26-35,$2000-$2999,$2000+,Female,Married,Retired
4044782,0,0,0,1890.397414,1.0,2493.67,358.0,2135.67,0.0,1.0,0.083333,1.0,0.0,0,26,3000.0,916.285608,494.455132,0.0,12,207.8058333333333,0.0,0.6301324713333334,1.8531218480709388,18-25,$1000-$1999,$500-$999,Female,Married,Self-employed
3672884,1,0,0,44.910575,1.0,444.96,0.0,444.96,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,426.881014,170.607827,1.0,12,37.08,0.0,0.0149701916666666,2.5021185809957007,36-45,$0-$499,$200-$499,Female,Married,Retired
4013925,1,0,0,21.681508,1.0,299.04,0.0,299.04,0.0,1.0,0.0,1.0,0.0,0,12,7500.0,320.616627,188.367946,0.916667,12,24.92,0.0,0.0028908677333333,1.7020763553901046,36-45,$0-$499,$200-$499,Female,Married,Unemployed
4003355,0,0,0,902.099225,0.818182,5080.85,4674.21,406.64,0.0,0.416667,0.333333,0.25,0.0,0,12,8000.0,177.879919,258.715978,0.0,12,423.4041666666667,0.0,0.112762403125,0.6875490272193393,46-55,$500-$999,$0-$199,Female,Married,Self-employed
3559224,0,0,0,228.909884,1.0,2617.85,2426.43,191.42,0.0,1.0,0.916667,0.416667,0.0,0,35,1800.0,1774.318305,143.208454,0.7,12,218.15416666666667,0.0,0.1271721577777778,12.389759510985296,46-55,$0-$499,$1000-$1999,Female,Widowed,Self-employed
4023613,0,0,0,1486.051056,1.0,716.98,217.06,499.92,273.531783,1.0,0.25,1.0,0.083333,1,17,1600.0,1477.151065,1306.468855,0.0,12,59.748333333333335,22.79431525,0.92878191,1.130643918028953,46-55,$1000-$1999,$1000-$1999,Female,Married,Employed
3017306,0,0,0,337.317432,1.0,4193.91,3076.01,1117.9,0.0,1.0,1.0,0.583333,0.0,0,27,3000.0,3690.904874,210.035264,1.0,12,349.4925,0.0,0.112439144,17.57278660596727,36-45,$0-$499,$2000+,Female,Married,Unemployed
3207202,0,0,0,2643.39225,1.0,965.84,737.79,228.05,0.0,1.0,0.75,0.666667,0.0,0,33,4300.0,771.299727,627.391113,0.0,12,80.48666666666666,0.0,0.6147423837209302,1.2293762391881378,36-45,$2000-$2999,$500-$999,Female,Married,Student
4059284,0,0,0,233.694622,1.0,1772.55,1352.55,420.0,0.0,1.0,1.0,0.75,0.0,0,29,1200.0,764.816144,227.726516,0.083333,12,147.7125,0.0,0.1947455183333333,3.3584852455214307,56+,$0-$499,$500-$999,Female,Married,Self-employed
4036968,0,0,0,150.52492,1.0,1850.31,1815.31,35.0,0.0,1.0,1.0,0.083333,0.0,0,41,14000.0,1856.821119,192.520664,0.636364,12,154.1925,0.0,0.01075178,9.644788670581356,36-45,$0-$499,$1000-$1999,Female,Married,Employed
2826155,1,0,0,3066.86081,1.0,84.65,0.0,84.65,0.0,0.75,0.0,0.75,0.0,0,9,8000.0,922.962087,711.596731,0.0,12,7.054166666666667,0.0,0.38335760125,1.2970296894182891,26-35,$3000+,$500-$999,Female,Married,Employed
3869047,1,0,0,53.339006,1.0,315.48,0.0,315.48,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,193.699669,162.729509,0.0,12,26.290000000000003,0.0,0.0533390059999999,1.1903168035737144,26-35,$0-$499,$0-$199,Female,Married,Retired
3774301,0,0,1,79.625341,1.0,701.44,701.44,0.0,0.0,1.0,1.0,0.0,0.0,0,13,6000.0,0.0,312.4522915,0.0,12,58.45333333333334,0.0,0.0132708901666666,0.0,26-35,$0-$499,$0-$199,Male,Married,Employed
3873783,0,0,0,1023.323593,1.0,253.37,196.37,57.0,0.0,0.916667,0.5,0.5,0.0,0,16,1200.0,463.956486,250.187987,0.0,12,21.114166666666662,0.0,0.8527696608333333,1.8544315079364704,26-35,$1000-$1999,$200-$499,Female,Married,Student
3896845,0,0,0,515.135703,1.0,2457.48,1272.5,1184.98,0.0,1.0,0.583333,1.0,0.0,0,69,7000.0,2858.180367,177.692271,0.25,12,204.79,0.0,0.0735908147142857,16.085001057811905,46-55,$500-$999,$2000+,Female,Married,Retired
3837250,0,0,1,1894.11023,1.0,678.0,678.0,0.0,0.0,1.0,1.0,0.0,0.0,0,12,2000.0,992.569418,1111.413896,0.0,12,56.5,0.0,0.947055115,0.8930691091521138,46-55,$1000-$1999,$500-$999,Female,Divorced,Employed
3116033,0,0,0,176.721561,1.0,1707.26,403.54,1303.72,0.0,0.916667,0.083333,0.833333,0.0,0,18,3300.0,0.0,312.4522915,0.0,12,142.27166666666668,0.0,0.0535519881818181,0.0,46-55,$0-$499,$0-$199,Female,Married,Unemployed
3589158,0,0,0,55.741802,0.818182,963.35,300.0,663.35,0.0,0.75,0.083333,0.583333,0.0,0,11,14000.0,1062.303105,142.613239,0.7,12,80.27916666666667,0.0,0.0039815572857142,7.44883933952303,36-45,$0-$499,$1000-$1999,Female,Married,Student
3583091,0,0,0,179.290727,1.0,2540.9,1234.77,1306.13,0.0,0.916667,0.833333,0.916667,0.0,0,30,5000.0,2478.954766,168.750901,1.0,12,211.74166666666667,0.0,0.0358581454,14.690023883191,36-45,$0-$499,$2000+,Female,Married,Self-employed
3667966,0,0,0,914.222213,1.0,563.39,400.14,163.25,136.50351,0.916667,0.5,0.916667,0.333333,5,40,900.0,0.0,312.4522915,0.0,12,46.94916666666666,11.3752925,1.015802458888889,0.0,36-45,$500-$999,$0-$199,Female,Married,Employed
3686086,0,0,0,1803.898764,1.0,562.01,63.6,498.41,0.0,1.0,0.083333,1.0,0.0,0,19,1800.0,2010.58964,2411.664639,0.0,12,46.83416666666667,0.0,1.00216598,0.8336937099321129,36-45,$1000-$1999,$2000+,Female,Married,Employed
4044948,0,0,0,1168.040482,0.909091,1113.1,801.19,311.91,0.0,0.833333,0.416667,0.75,0.0,0,26,6500.0,4239.684074,563.283083,0.0,12,92.75833333333333,0.0,0.1796985356923077,7.5267378019233,36-45,$1000-$1999,$2000+,Female,Married,Retired
2631659,0,0,0,460.432607,1.0,1009.44,858.48,150.96,0.0,0.916667,0.583333,0.75,0.0,0,25,4000.0,1292.401995,221.145007,0.0,12,84.12,0.0,0.11510815175,5.8441382535939415,46-55,$0-$499,$1000-$1999,Female,Married,Employed
3301878,1,0,0,1462.280124,1.0,516.0,0.0,516.0,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,752.367432,1009.381645,0.0,12,43.0,0.0,0.974853416,0.7453745921841088,56+,$1000-$1999,$500-$999,Female,Married,Retired
3984887,0,0,1,337.629461,1.0,251.44,251.44,0.0,0.0,1.0,1.0,0.0,0.0,0,12,6000.0,0.0,312.4522915,0.0,12,20.953333333333333,0.0,0.0562715768333333,0.0,26-35,$0-$499,$0-$199,Female,Married,Employed
4005588,0,0,0,1518.813947,1.0,2110.98,1748.98,362.0,0.0,0.9,0.5,0.6,0.0,0,20,1700.0,663.894987,555.397214,0.0,10,211.098,0.0,0.8934199688235295,1.1953516695170172,18-25,$1000-$1999,$500-$999,Female,Single,Self-employed
1102015,0,0,0,1538.569369,1.0,3852.37,2681.99,1170.38,0.0,1.0,0.75,0.75,0.0,0,35,6000.0,3386.915692,393.411779,0.272727,12,321.0308333333333,0.0,0.2564282281666666,8.60908562679309,18-25,$1000-$1999,$2000+,Male,Single,Employed
2997345,0,0,0,853.34928,0.8,3209.14,2795.14,414.0,898.013564,0.7,0.6,0.5,0.2,3,28,10000.0,2841.834049,255.098434,0.0,10,320.914,89.8013564,0.085334928,11.140146979498905,36-45,$500-$999,$2000+,Female,Married,Self-employed
3942389,1,0,0,1905.101343,1.0,455.72,0.0,455.72,0.0,1.0,0.0,1.0,0.0,0,22,3000.0,576.311637,701.949213,0.0,12,37.97666666666667,0.0,0.635033781,0.8210161452236004,36-45,$1000-$1999,$500-$999,Female,Married,Self-employed
3859517,1,0,0,69.016286,0.909091,749.9,0.0,749.9,0.0,0.909091,0.0,0.818182,0.0,0,10,1500.0,701.387872,152.188982,0.777778,11,68.17272727272727,0.0,0.0460108573333333,4.608663930743686,18-25,$0-$499,$500-$999,Male,Married,Retired
4009508,1,0,0,2872.838687,1.0,555.0,0.0,555.0,0.0,0.666667,0.0,0.583333,0.0,0,12,3000.0,1397.027257,1680.543762,0.0,12,46.25,0.0,0.9576128956666666,0.8312947800522673,56+,$2000-$2999,$1000-$1999,Female,Divorced,Employed
1055160,0,0,0,2437.73951,1.0,1093.93,695.29,398.64,822.700458,1.0,0.25,1.0,0.166667,4,15,2900.0,556.213673,1049.416303,0.0,12,91.16083333333334,68.5583715,0.8405998310344828,0.5300219478294116,56+,$2000-$2999,$500-$999,Female,Married,Employed
1799092,0,0,1,160.816558,1.0,1755.76,1755.76,0.0,0.0,1.0,1.0,0.0,0.0,0,20,2500.0,1633.050111,194.343579,0.916667,12,146.31333333333333,0.0,0.0643266231999999,8.40290232073991,36-45,$0-$499,$1000-$1999,Male,Married,Student
4064876,0,0,1,3946.421177,1.0,1508.54,1508.54,0.0,0.0,1.0,1.0,0.0,0.0,0,16,8500.0,0.0,312.4522915,0.0,12,125.71166666666666,0.0,0.4642848443529412,0.0,56+,$3000+,$0-$199,Male,Married,Employed
1457607,1,0,0,343.966223,1.0,3927.12,0.0,3927.12,0.0,1.0,0.0,1.0,0.0,0,34,5500.0,3626.983417,198.454649,0.333333,12,327.26,0.0,0.0625393132727272,18.27613228148664,26-35,$0-$499,$2000+,Female,Married,Employed
3504579,0,0,0,887.679317,1.0,1486.31,179.75,1306.56,0.0,1.0,0.833333,0.916667,0.0,0,39,1800.0,0.0,312.4522915,0.0,12,123.85916666666668,0.0,0.4931551761111111,0.0,56+,$500-$999,$0-$199,Male,Married,Employed
3734815,0,0,0,1355.312146,0.818182,1682.06,1383.74,298.32,0.0,1.0,0.25,1.0,0.0,0,15,13000.0,6965.353704,487.620635,0.0,12,140.17166666666665,0.0,0.1042547804615384,14.284370274855164,56+,$1000-$1999,$2000+,Female,Married,Student
3792881,0,0,0,357.62718,1.0,3070.45,1864.11,1206.34,0.0,0.916667,0.916667,0.416667,0.0,0,20,18500.0,4023.111073,169.763154,1.0,12,255.8708333333333,0.0,0.0193311989189189,23.698376109341137,56+,$0-$499,$2000+,Female,Married,Self-employed
2628396,0,0,0,2797.233197,1.0,2197.21,1101.76,1095.45,1824.823395,1.0,0.25,1.0,0.083333,2,31,4000.0,0.0,312.4522915,0.0,12,183.10083333333333,152.06861625,0.69930829925,0.0,36-45,$2000-$2999,$0-$199,Male,Married,Retired
1092752,0,0,0,165.700863,1.0,1806.97,132.81,1674.16,0.0,1.0,0.25,1.0,0.0,0,28,3500.0,1595.482975,163.30874,1.0,12,150.58083333333337,0.0,0.0473431037142857,9.76973415507339,46-55,$0-$499,$1000-$1999,Male,Married,Employed
1507657,0,0,0,1532.278572,1.0,2612.1,1375.5,1236.6,0.0,0.916667,0.916667,0.75,0.0,0,135,6500.0,1348.321843,433.618672,0.0,12,217.675,0.0,0.2357351649230769,3.109464444372451,36-45,$1000-$1999,$1000-$1999,Female,Married,Employed
2200918,0,0,0,1506.516549,1.0,1188.78,179.56,1009.22,65.104506,1.0,0.333333,1.0,0.083333,2,91,6500.0,2813.165078,369.901866,0.166667,12,99.065,5.4253755,0.2317717767692307,7.605165955015756,56+,$1000-$1999,$2000+,Female,Married,Employed
3936388,1,0,0,1268.352178,1.0,1533.28,0.0,1533.28,2294.002357,1.0,0.0,0.916667,0.333333,8,20,1200.0,3363.275481,2639.29297,0.0,12,127.77333333333333,191.1668630833333,1.0569601483333335,1.2743092635903923,26-35,$1000-$1999,$2000+,Female,Married,Employed
3775867,1,0,0,9.503968,1.0,96.62,0.0,96.62,0.0,1.0,0.0,1.0,0.0,0,19,4500.0,1086.932525,92.217936,0.25,12,8.051666666666668,0.0,0.0021119928888888,11.786563136698266,26-35,$0-$499,$1000-$1999,Female,Married,Employed
3880306,1,0,0,2928.756699,1.0,160.92,0.0,160.92,319.931964,1.0,0.0,1.0,0.333333,5,12,3000.0,1142.847203,1098.479834,0.0,12,13.409999999999998,26.660997,0.976252233,1.0403897892585254,36-45,$2000-$2999,$1000-$1999,Male,Married,Employed
3331544,0,0,0,1460.178578,1.0,937.96,100.0,837.96,0.0,1.0,0.083333,1.0,0.0,0,40,1500.0,1186.859701,1320.855292,0.0,12,78.16333333333334,0.0,0.9734523853333332,0.8985539204698891,46-55,$1000-$1999,$1000-$1999,Male,Single,Self-employed
4112634,0,0,1,250.123525,0.909091,2655.99,2655.99,0.0,0.0,0.916667,0.916667,0.0,0.0,0,21,3600.0,3155.89347,168.814522,0.727273,12,221.3325,0.0,0.0694787569444444,18.694443064560524,56+,$0-$499,$2000+,Male,Single,Student
4088801,1,0,0,41.146561,1.0,825.0,0.0,825.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,887.677869,132.020035,0.727273,12,68.75,0.0,0.0164586244,6.7238117987167625,56+,$0-$499,$500-$999,Female,Married,Student
4112873,0,0,0,97.649883,0.454545,1092.59,673.11,419.48,0.0,1.0,0.166667,1.0,0.0,0,26,18000.0,1399.323719,108.410954,0.090909,12,91.04916666666666,0.0,0.0054249935,12.907586063673971,18-25,$0-$499,$1000-$1999,Female,Married,Self-employed
4022814,0,0,0,1239.889457,1.0,3914.15,2643.0,1271.15,0.0,0.583333,0.25,0.416667,0.0,0,12,9500.0,3980.107176,511.121978,0.083333,12,326.1791666666667,0.0,0.1305146796842105,7.787000652122222,26-35,$1000-$1999,$2000+,Female,Married,Student
4104609,0,0,1,1548.76729,1.0,723.65,723.65,0.0,0.0,1.0,1.0,0.0,0.0,0,24,8500.0,0.0,312.4522915,0.0,12,60.30416666666667,0.0,0.1822079164705882,0.0,36-45,$1000-$1999,$0-$199,Female,Single,Employed
4088350,0,0,0,640.595851,1.0,2496.57,1837.56,659.01,0.0,0.5,0.333333,0.166667,0.0,0,14,3000.0,1145.707252,201.050218,0.0,12,208.0475,0.0,0.2135319503333333,5.698612333760314,36-45,$500-$999,$1000-$1999,Female,Married,Retired
4088788,0,0,0,270.096134,0.818182,3061.26,1913.26,1148.0,0.0,0.666667,0.333333,0.666667,0.0,0,20,6000.0,3594.046318,152.391012,0.454545,12,255.105,0.0,0.0450160223333333,23.584372010076294,26-35,$0-$499,$2000+,Female,Married,Employed
4115055,0,0,0,445.409094,1.0,307.11,163.29,143.82,0.0,0.833333,0.25,0.666667,0.0,0,12,1500.0,467.844102,171.370838,0.0,12,25.5925,0.0,0.2969393959999999,2.7300100032188674,26-35,$0-$499,$200-$499,Male,Married,Employed
4115035,0,0,0,117.949494,1.0,1368.88,1088.23,280.65,0.0,1.0,0.166667,1.0,0.0,0,15,4500.0,455.527411,179.475148,1.0,12,114.07333333333334,0.0,0.0262109986666666,2.538108568658208,18-25,$0-$499,$200-$499,Female,Married,Employed
4115606,0,0,1,48.521324,1.0,514.97,514.97,0.0,0.0,1.0,1.0,0.0,0.0,0,16,5500.0,380.613937,208.568375,0.25,12,42.91416666666667,0.0,0.0088220589090909,1.8248880588919585,26-35,$0-$499,$200-$499,Female,Married,Retired
4103935,0,0,0,300.782119,0.909091,2590.95,2330.95,260.0,0.0,0.75,0.666667,0.25,0.0,0,18,10000.0,3286.584674,168.321916,0.875,12,215.9125,0.0,0.0300782119,19.525589727721496,46-55,$0-$499,$2000+,Female,Married,Student
4104279,0,0,0,5842.231445,1.0,452.59,241.53,211.06,786.62111,0.916667,0.416667,0.916667,0.25,5,22,7500.0,4431.489516,2071.432892,0.0,12,37.71583333333333,65.55175916666667,0.7789641926666667,2.139335304134004,36-45,$3000+,$2000+,Female,Married,Employed
4111272,0,0,0,328.242971,1.0,1555.66,1023.9,531.76,0.0,1.0,0.25,1.0,0.0,0,26,3500.0,1052.275904,206.423078,0.0,12,129.63833333333335,0.0,0.093783706,5.097665988683688,26-35,$0-$499,$1000-$1999,Male,Married,Employed
4112082,0,0,0,68.690623,1.0,734.37,59.0,675.37,0.0,1.0,0.083333,1.0,0.0,0,30,10500.0,837.517806,178.75204,0.75,12,61.1975,0.0,0.006541964095238,4.685360827210699,18-25,$0-$499,$500-$999,Female,Married,Student
4114982,0,0,1,28.329892,1.0,292.59,292.59,0.0,0.0,1.0,1.0,0.0,0.0,0,12,5000.0,0.0,312.4522915,0.0,12,24.3825,0.0,0.0056659784,0.0,26-35,$0-$499,$0-$199,Female,Married,Employed
4114741,0,0,0,1838.106824,1.0,2682.25,2632.4,49.85,188.36824,1.0,1.0,0.083333,0.083333,1,16,4500.0,1891.062946,429.697372,0.0,12,223.52083333333331,15.697353333333332,0.4084681831111111,4.400918109408405,36-45,$1000-$1999,$1000-$1999,Male,Married,Student
3497299,0,0,0,230.161419,0.888889,750.05,160.05,590.0,0.0,0.666667,0.111111,0.555556,0.0,0,7,14000.0,1207.021598,116.531467,0.0,9,83.33888888888889,0.0,0.0164401013571428,10.357902711376662,56+,$0-$499,$1000-$1999,Female,Married,Employed
4088814,1,0,0,56.536572,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,496.551862,194.502845,0.416667,12,41.66,0.0,0.018845524,2.5529285291431085,56+,$0-$499,$200-$499,Female,Married,Employed
4088709,1,0,0,39.37618,1.0,256.5,0.0,256.5,0.0,0.75,0.0,0.666667,0.0,0,9,1200.0,164.37267,131.106729,0.166667,12,21.375,0.0,0.0328134833333333,1.2537317592600452,46-55,$0-$499,$0-$199,Female,Married,Student
4088898,0,0,1,52.0899,0.727273,230.15,230.15,0.0,0.0,1.0,1.0,0.0,0.0,0,12,1600.0,0.0,312.4522915,0.0,12,19.179166666666667,0.0,0.0325561875,0.0,18-25,$0-$499,$0-$199,Female,Married,Employed
4113083,0,0,0,224.937583,1.0,1956.8,105.8,1851.0,0.0,1.0,0.083333,1.0,0.0,0,31,10000.0,1908.733611,185.371629,1.0,12,163.06666666666666,0.0,0.0224937583,10.296794721483511,36-45,$0-$499,$1000-$1999,Female,Married,Employed
4087041,0,0,1,1594.527848,1.0,60.0,60.0,0.0,97.854366,1.0,1.0,0.0,0.083333,1,12,1800.0,422.765741,385.395799,0.0,12,5.0,8.1545305,0.8858488044444445,1.0969650995079996,56+,$1000-$1999,$200-$499,Female,Married,Retired
4111979,1,0,0,62.635576,1.0,611.31,0.0,611.31,0.0,1.0,0.0,1.0,0.0,0,37,1500.0,514.6675,139.832021,0.916667,12,50.9425,0.0,0.0417570506666666,3.680612611613473,56+,$0-$499,$500-$999,Male,Married,Self-employed
4103539,0,0,0,3892.22326,1.0,929.99,453.0,476.99,558.732109,1.0,0.5,1.0,0.083333,1,65,6500.0,951.737085,909.741196,0.0,12,77.49916666666667,46.56100908333334,0.5988035784615385,1.046162457174249,18-25,$3000+,$500-$999,Female,Married,Employed
3900275,0,0,0,413.987831,1.0,985.79,892.8,92.99,0.0,0.5,0.5,0.25,0.0,0,16,3000.0,887.885624,176.216309,0.0,12,82.14916666666666,0.0,0.1379959436666666,5.038612084424036,46-55,$0-$499,$500-$999,Female,Married,Unemployed
4114916,0,0,0,85.79793,1.0,931.98,289.03,642.95,0.0,1.0,1.0,0.75,0.0,0,23,7500.0,875.423848,186.610054,0.416667,12,77.665,0.0,0.0114397239999999,4.691193369463362,18-25,$0-$499,$500-$999,Female,Married,Retired
4086729,0,0,0,4046.574741,1.0,1757.44,242.89,1514.55,19.677306,1.0,0.25,1.0,0.083333,1,68,4500.0,1721.705144,1111.315878,0.0,12,146.45333333333335,1.6397755,0.8992388313333333,1.5492491181701624,36-45,$3000+,$1000-$1999,Female,Married,Self-employed
4101519,1,0,0,3019.820556,1.0,1158.28,0.0,1158.28,538.243002,0.75,0.0,0.666667,0.333333,4,19,7500.0,804.815422,980.711635,0.0,12,96.52333333333333,44.853583500000006,0.4026427408,0.820644308966519,26-35,$3000+,$500-$999,Female,Divorced,Self-employed
4112844,0,0,0,3676.070324,1.0,2255.1,1216.81,1038.29,106.449005,1.0,0.666667,1.0,0.083333,1,27,3500.0,2055.087209,3606.228152,0.0,12,187.925,8.870750416666667,1.0503058068571427,0.569871656029377,36-45,$3000+,$2000+,Female,Married,Employed
1076450,0,0,0,35.578362,0.909091,464.51,133.0,331.51,0.0,0.833333,0.083333,0.75,0.0,0,10,3000.0,452.522327,147.243614,0.777778,12,38.70916666666667,0.0,0.011859454,3.0732900035990696,56+,$0-$499,$200-$499,Female,Married,Employed
1398130,1,0,0,153.162696,1.0,1198.2,0.0,1198.2,0.0,1.0,0.0,1.0,0.0,0,12,7000.0,1108.354624,184.163134,0.416667,12,99.85,0.0,0.0218803851428571,6.018330595959558,26-35,$0-$499,$1000-$1999,Female,Divorced,Employed
3951232,0,0,0,3140.698358,1.0,1961.78,1107.29,854.49,0.0,1.0,0.166667,1.0,0.0,0,24,6000.0,5361.346807,742.308918,0.0,12,163.48166666666663,0.0,0.5234497263333333,7.22252781422195,46-55,$3000+,$2000+,Female,Divorced,Unemployed
4055026,1,0,0,703.053063,1.0,335.99,0.0,335.99,956.578904,0.583333,0.0,0.5,0.083333,1,7,7500.0,2300.799763,202.991548,0.25,12,27.999166666666667,79.71490866666666,0.0937404083999999,11.334460895879271,26-35,$500-$999,$2000+,Female,Married,Employed
2978993,1,0,0,256.433357,1.0,206.35,0.0,206.35,0.0,0.75,0.0,0.75,0.0,0,9,1000.0,689.933057,1879.817257,0.0,12,17.195833333333333,0.0,0.256433357,0.3670213444582714,46-55,$0-$499,$500-$999,Female,Married,Retired
4049973,1,0,0,94.241684,0.666667,1019.34,0.0,1019.34,0.0,0.666667,0.0,0.666667,0.0,0,7,5000.0,1014.359244,122.108687,1.0,9,113.26,0.0,0.0188483368,8.30701949976745,56+,$0-$499,$1000-$1999,Female,Married,Retired
1213413,0,0,0,293.029263,0.818182,3094.97,185.0,2909.97,0.0,0.75,0.25,0.666667,0.0,0,12,14500.0,2543.550697,124.465257,0.666667,12,257.91416666666663,0.0,0.0202089146896551,20.435828907660557,46-55,$0-$499,$2000+,Male,Married,Employed
3449040,0,0,0,2391.843543,1.0,3279.57,777.63,2501.94,0.0,1.0,0.583333,0.916667,0.0,0,119,5000.0,1226.566229,547.949563,0.0,12,273.2975,0.0,0.4783687085999999,2.238465566583544,56+,$2000-$2999,$1000-$1999,Male,Single,Self-employed
3548800,0,0,1,677.188172,0.909091,3777.59,3777.59,0.0,329.214459,0.818182,0.818182,0.0,0.181818,3,28,4000.0,5499.745992,261.247523,0.090909,11,343.41727272727275,29.92858718181818,0.169297043,21.051858899347344,26-35,$500-$999,$2000+,Male,Married,Employed
4023526,1,0,0,20.962217,1.0,290.36,0.0,290.36,0.0,0.916667,0.0,0.833333,0.0,0,12,10000.0,255.56413,178.83986,0.727273,12,24.19666666666667,0.0,0.0020962217,1.429011015776908,56+,$0-$499,$200-$499,Male,Single,Unemployed
